work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2020,MI,FT,CYBER SECURITY SPECIALIST,73000,USD,73000,US,0,US,L
2020,SE,FT,CYBER SECURITY SPECIALIST,146000,USD,146000,US,100,US,L
2020,MI,FT,CYBER SECURITY SPECIALIST,105000,AUD,72317,AU,0,AU,L
2021,EN,FT,PENETRATION TESTER,320000,INR,5965.92,IN,50,IN,S
2021,EN,FT,CYBER SECURITY ANALYST,23500,GBP,32323,GB,50,GB,L
2021,EN,FT,INCIDENT RESPONSE ANALYST,77600,USD,77600,US,100,US,L
2021,EN,FL,CYBER SECURITY RESEARCHER,75000,USD,75000,US,0,US,S
2020,SE,FT,SOFTWARE SECURITY ENGINEER,180000,USD,180000,US,100,US,S
2020,SE,PT,INFORMATION SECURITY MANAGER,45000,EUR,51321,PT,100,NL,M
2021,EN,FT,CYBER SECURITY ANALYST,63000,USD,63000,US,50,US,L
2021,MI,FT,APPLICATION SECURITY ENGINEER,1000000,INR,13523,IN,50,IN,M
2021,EN,FT,SOC ANALYST,76000,CAD,60619,CA,100,CA,M
2021,SE,FT,CYBER SECURITY ARCHITECT,35000,USD,35000,TR,50,TR,S
2021,MI,FT,SECURITY ENGINEER,100000,EUR,118205,DE,50,DE,L
2020,SE,FT,APPLICATION SECURITY ENGINEER,108000,USD,108000,US,100,US,L
2020,MI,FT,VULNERABILITY MANAGEMENT ENGINEER,130000,USD,130000,US,50,US,L
2020,SE,FT,LEAD APPLICATION SECURITY ENGINEER,55000,EUR,62726,PT,100,PT,L
2020,MI,FT,PENETRATION TESTER,100000,CHF,106564,CH,0,CH,L
2020,MI,FT,CYBER SECURITY ANALYST,30000,EUR,34214,PT,0,PT,L
2020,SE,FT,INFORMATION SECURITY SPECIALIST,170000,USD,170000,US,100,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,35000,EUR,41372,IT,50,IT,L
2021,MI,FT,CYBER SECURITY ANALYST,360000,INR,5965.92,IN,50,IN,M
2021,SE,FT,CYBER SECURITY ENGINEER,132000,USD,132000,US,100,US,L
2021,EN,FT,SECURITY ENGINEER,43000,EUR,50828,FR,100,FR,L
2021,SE,FT,PENETRATION TESTER,113500,CAD,90530,CA,100,CA,M
2021,EN,FT,CYBER SECURITY ENGINEER,15240,USD,10200,DZ,0,DZ,L
2020,MI,FT,CYBER SECURITY ENGINEER,150000,USD,150000,US,0,US,L
2020,SE,FT,SECURITY ENGINEER,47620,EUR,54309,PT,50,PT,L
2021,MI,FT,APPLICATION SECURITY ENGINEER,50000,EUR,59102,FR,100,FR,L
2020,SE,FT,CYBER SECURITY RESEARCHER,250000,EUR,285118,DE,100,US,L
2020,EN,FT,CYBER SECURITY ANALYST,320000,INR,5965.92,IN,0,IN,L
2021,SE,FT,PENETRATION TESTER,126000,CAD,100500,CA,50,CA,L
2021,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,80000,EUR,94564,DE,100,DE,L
2021,EX,FT,CYBER SECURITY SPECIALIST,120000,SGD,89294,SG,100,SG,S
2021,SE,FT,CYBER SECURITY ARCHITECT,280000,USD,280000,AU,100,AU,L
2021,SE,FT,CYBER SECURITY SPECIALIST,230000,AUD,172615,AU,0,AU,S
2021,SE,FT,SECURITY ENGINEERING MANAGER,190000,NZD,134317,NZ,50,NZ,L
2021,SE,FT,STAFF SECURITY ENGINEER,450000,USD,321950,US,100,US,L
2020,EN,FT,INFORMATION SECURITY ANALYST,60000,USD,60000,US,100,US,L
2021,MI,FT,CYBER SECURITY ANALYST,110000,USD,110000,US,100,US,L
2021,SE,FT,CYBER SECURITY SPECIALIST,40000,USD,40000,IN,0,IN,L
2020,SE,FT,CYBER THREAT ANALYST,140000,USD,140000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,30000,USD,30000,US,0,US,M
2020,MI,FT,SECURITY ANALYST,115000,USD,115000,US,100,US,M
2021,MI,FT,PENETRATION TESTER,38000,GBP,52267,GB,100,GB,S
2021,MI,FT,CYBER SECURITY ENGINEER,140000,USD,140000,US,100,US,M
2021,SE,FT,INFORMATION SECURITY MANAGER,50000,EUR,59102,IT,100,IT,L
2021,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,200000,USD,200000,US,100,US,M
2021,MI,FT,SECURITY ENGINEER,140000,EUR,165488,NL,50,NL,L
2021,SE,FT,CYBER SECURITY ANALYST,140000,USD,140000,US,100,US,L
2021,SE,FT,CYBER SECURITY ARCHITECT,140000,USD,140000,US,100,US,L
2020,SE,FT,PRINCIPAL CLOUD SECURITY ENGINEER,50000,GBP,64132,GB,100,GB,L
2021,MI,FT,PENETRATION TESTER,15240,EUR,5965.92,PT,100,PT,M
2021,SE,FT,CYBER SECURITY SPECIALIST,75000,EUR,88654,NL,50,NL,S
2020,SE,FT,CYBER SECURITY SPECIALIST,45000,EUR,51321,ES,100,ES,S
2021,SE,FT,SECURITY ENGINEER,50000,EUR,59102,PT,100,PT,L
2020,EN,FT,INFORMATION SECURITY ANALYST,240000,INR,5965.92,IN,0,IN,M
2021,MI,FT,CYBER SECURITY ENGINEER,80000,EUR,94564,FR,100,FR,L
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,142000,GBP,195316,GB,100,GB,L
2020,SE,FT,PENETRATION TESTING ENGINEER,62000,EUR,70709,ES,100,ES,L
2021,MI,FT,SECURITY ENGINEER,70000,EUR,82744,DE,50,DE,L
2020,EN,FT,CYBER SECURITY ENGINEER,35000,GBP,44892,GB,100,GB,L
2021,SE,FT,INFORMATION SECURITY SPECIALIST,155000,CHF,169525,CH,100,CH,L
2020,SE,FT,CYBER SECURITY SPECIALIST,900000,ZAR,54727,ZA,100,ZA,L
2021,EN,FT,IT SECURITY ENGINEER,16800,EUR,19858,GR,50,GR,M
2020,MI,FT,CYBER SECURITY SPECIALIST,26000,EUR,29652,IT,50,IT,M
2020,MI,FT,ETHICAL HACKER,52000,EUR,59304,FR,100,FR,L
2020,SE,FT,PENETRATION TESTER,198000,PLN,50831,PL,100,PL,L
2020,EN,FT,SOC ANALYST,60000,USD,60000,US,100,US,L
2020,SE,FT,PENETRATION TESTER,75000,GBP,96198,GB,100,GB,M
2021,SE,FT,CLOUD SECURITY ENGINEER,140000,USD,140000,US,0,US,L
2020,SE,FT,INFORMATION SECURITY ENGINEER,29950,EUR,34157,GR,50,GR,L
2021,EX,FT,PENETRATION TESTER,70000,EUR,82744,FR,50,FR,L
2020,EN,FT,PENETRATION TESTER,53000,NZD,34414,NZ,100,NZ,M
2020,SE,CT,CYBER SECURITY ANALYST,150000,GBP,192396,GB,100,GB,L
2021,MI,FT,PENETRATION TESTER,33000,EUR,39007,ES,100,ES,M
2020,SE,FT,CYBER SECURITY ARCHITECT,72000,EUR,82114,BE,0,BE,M
2020,MI,FT,SECURITY ENGINEER,90000,USD,90000,CH,50,CH,S
2021,SE,FT,IT SECURITY ENGINEER,70000,EUR,82744,AT,100,AT,S
2020,MI,FT,CYBER SECURITY ANALYST,100000,USD,100000,US,0,US,L
2020,MI,FT,INFORMATION SECURITY MANAGER,120000,EUR,136856,DE,50,DE,L
2020,MI,FT,APPLICATION SECURITY ENGINEER,15240,USD,8223,IN,100,US,L
2021,SE,FT,CYBER SECURITY ENGINEER,56000,EUR,66195,FR,50,FR,S
2021,EN,FT,SECURITY ENGINEER,1000000,INR,13523,IN,50,IN,M
2020,MI,FT,CYBER SECURITY ANALYST,49100,SEK,5965.92,SE,0,SE,L
2021,MI,FT,CYBER SECURITY SPECIALIST,62000,EUR,73287,DE,100,DE,L
2020,SE,FT,INFORMATION SECURITY ARCHITECT,55000,EUR,62726,ES,0,ES,L
2021,MI,FT,CYBER SECURITY ANALYST,51000,EUR,60284,DE,100,DE,M
2021,SE,FT,CYBER SECURITY ARCHITECT,450000,BRL,83415,BR,100,BR,L
2020,MI,FT,DEVSECOPS ENGINEER,58000,EUR,66147,BE,50,BE,M
2020,SE,FT,SECURITY ENGINEER,300000,USD,300000,US,50,US,L
2021,MI,FT,CYBER SECURITY RESEARCHER,1078000,INR,20285,IN,0,IN,M
2021,EN,FT,CYBER SECURITY ANALYST,80100,USD,80100,US,100,US,L
2021,SE,FT,CYBER SECURITY RESEARCHER,175000,USD,175000,US,0,US,S
2020,SE,FT,INFORMATION SECURITY SPECIALIST,200000,RUB,5965.92,RU,0,RU,L
2021,SE,FT,CLOUD SECURITY ENGINEER,82000,USD,82000,US,100,US,L
2020,SE,FT,CYBER SECURITY ENGINEER,132000,USD,132000,US,100,US,L
2020,SE,FT,IT SECURITY ENGINEER,105000,USD,105000,US,50,US,L
2021,SE,FT,SECURITY ENGINEER,106000,USD,106000,US,100,US,L
2020,SE,FT,CONCIERGE SECURITY ENGINEER,115000,EUR,131154,DE,100,DE,S
2021,SE,FT,INFORMATION SECURITY ANALYST,115000,USD,115000,US,50,US,L
2021,SE,FT,PENETRATION TESTER,143000,USD,143000,US,100,US,L
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,289000,USD,289000,US,100,US,L
2021,SE,FT,PENETRATION TESTER,180000,AUD,135090,AU,100,AU,S
2021,MI,FT,PENETRATION TESTER,115000,USD,115000,US,100,US,L
2020,SE,FT,INFORMATION SECURITY MANAGER,252000,USD,252000,US,100,US,M
2020,MI,FT,APPLICATION SECURITY ENGINEER,107000,CAD,79810,CA,100,CA,L
2020,SE,FT,INCIDENT RESPONSE ANALYST,135000,USD,135000,US,50,US,L
2021,SE,FT,PENETRATION TESTER,190000,USD,190000,US,100,US,M
2021,EN,FT,SECURITY ANALYST,48000,USD,48000,US,100,US,L
2021,MI,FT,SECURITY ENGINEERING MANAGER,140000,USD,140000,US,50,US,L
2021,SE,FT,PENETRATION TESTER,180000,NZD,127248,NZ,50,NZ,S
2021,SE,FT,SECURITY ENGINEER,90000,GBP,123792,GB,50,GB,L
2021,EN,FT,CYBER SECURITY ENGINEER,75500,AUD,56662,AU,100,AU,M
2020,SE,FT,CYBER SECURITY ARCHITECT,203000,USD,203000,US,50,US,L
2020,EN,FT,CYBER SECURITY SPECIALIST,34000,EUR,38776,IT,50,IT,L
2021,MI,FT,PRODUCT SECURITY ENGINEER,140400,USD,140400,US,50,US,L
2021,MI,FT,PENETRATION TESTER,110000,USD,110000,US,100,US,L
2021,SE,FT,SECURITY ENGINEER,172000,USD,172000,US,100,US,L
2021,EN,FT,CYBER SECURITY ENGINEER,88500,USD,88500,US,50,US,L
2020,EN,FT,CYBER SECURITY ENGINEER,76960,USD,76960,US,50,US,L
2020,SE,FT,INFORMATION SECURITY ENGINEER,145000,USD,145000,US,100,US,L
2020,MI,FT,CYBER SECURITY SPECIALIST,109000,USD,109000,US,0,US,L
2020,EN,FT,PENETRATION TESTER,56000,EUR,63866,DE,50,DE,S
2021,EN,FT,CYBER SECURITY ANALYST,85000,USD,85000,US,50,IL,M
2021,SE,FT,APPLICATION SECURITY ENGINEER,75000,USD,75000,PT,50,PT,M
2020,SE,FT,SOFTWARE SECURITY ENGINEER,300000,AUD,206620,AU,100,US,L
2020,SE,FT,INFORMATION SECURITY MANAGER,140000,USD,140000,US,0,US,L
2020,EX,FT,INFORMATION SECURITY MANAGER,169781,USD,169781,US,100,US,L
2021,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,110000,USD,110000,US,100,US,L
2021,MI,FT,CYBER SECURITY ENGINEER,85000,USD,85000,US,100,US,L
2020,SE,FT,CYBER THREAT INTELLIGENCE ANALYST,108000,USD,108000,US,100,US,L
2020,SE,FT,INFORMATION SECURITY ARCHITECT,85000,GBP,109024,GB,100,GB,M
2021,EN,FT,CYBER SECURITY RESEARCHER,125000,USD,125000,US,50,US,L
2021,SE,FT,PENETRATION TESTER,133000,USD,133000,US,100,US,L
2020,MI,FT,CYBER SECURITY ENGINEER,126000,USD,126000,US,50,US,L
2020,EN,FT,INFORMATION SECURITY OFFICER,43000,EUR,49040,FR,50,FR,L
2020,SE,FT,SECURITY INCIDENT RESPONSE ENGINEER,260000,USD,260000,US,100,US,L
2021,EN,FT,CYBER THREAT ANALYST,200000,PLN,51774,PL,0,PL,L
2021,MI,FT,THREAT INTELLIGENCE ANALYST,105000,USD,105000,US,0,US,S
2021,SE,FT,CYBER SECURITY ENGINEER,133900,USD,133900,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,75000,USD,75000,US,0,US,L
2021,SE,FT,PENETRATION TESTING ENGINEER,384000,ILS,118903,IL,50,IL,L
2021,MI,FT,IT SECURITY ENGINEER,89000,USD,89000,US,0,US,M
2021,EX,FT,CHIEF INFORMATION SECURITY OFFICER,400000,USD,321950,US,100,US,L
2021,SE,FT,CLOUD SECURITY ARCHITECT,205000,USD,205000,US,100,US,L
2020,SE,FT,INFORMATION SECURITY ARCHITECT,198000,USD,198000,US,100,US,L
2021,SE,FT,CYBER SECURITY SPECIALIST,51000,EUR,60284,NL,50,NL,M
2020,SE,FT,INFORMATION SECURITY ARCHITECT,110000,EUR,125452,DE,50,DE,L
2020,EX,FT,CYBER SECURITY ARCHITECT,190000,EUR,216690,FR,100,US,L
2021,SE,FT,ETHICAL HACKER,49000,EUR,57920,NL,50,NL,S
2021,MI,FT,INFORMATION SECURITY OFFICER,86000,USD,86000,US,0,US,L
2020,EN,FT,CYBER SECURITY ANALYST,65000,USD,65000,US,100,US,S
2020,SE,FT,SECURITY ENGINEER,149000,USD,149000,US,50,US,L
2020,SE,FT,CYBER SECURITY ENGINEER,140000,USD,140000,US,50,US,L
2021,MI,FT,CYBER THREAT INTELLIGENCE ANALYST,116000,USD,116000,US,50,US,L
2021,SE,FT,DETECTION ENGINEER,81000,USD,81000,PL,100,PL,L
2020,MI,FT,SECURITY ANALYST,115000,USD,115000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ENGINEER,128000,USD,128000,US,100,US,L
2020,MI,FT,CYBER SECURITY ENGINEER,63000,EUR,71849,DE,0,DE,L
2020,SE,FT,INFORMATION SECURITY SPECIALIST,100000,EUR,114047,DE,100,DE,L
2020,MI,FT,INFORMATION SECURITY OFFICER,122750,USD,122750,US,100,US,M
2020,MI,FT,DEVOPS SECURITY ENGINEER,144000,USD,144000,US,0,US,M
2020,SE,FT,CYBER SECURITY ANALYST,80000,GBP,102611,GB,50,GB,L
2020,EN,FT,APPLICATION SECURITY ENGINEER,100000,USD,100000,AF,0,AF,S
2020,MI,FT,APPLICATION SECURITY ENGINEER,110000,USD,110000,US,50,US,L
2020,SE,FT,CHIEF INFORMATION SECURITY OFFICER,35000,USD,35000,AR,100,AR,L
2021,EN,FT,APPLICATION SECURITY ENGINEER,65000,USD,65000,US,100,US,L
2021,SE,FT,APPLICATION SECURITY ENGINEER,135000,USD,135000,US,100,US,L
2021,EN,FT,CYBER SECURITY ANALYST,100000,USD,100000,US,50,US,M
2020,MI,FT,ETHICAL HACKER,356000,GBP,321950,GB,100,GB,L
2020,MI,FT,CYBER SECURITY ANALYST,140000,AUD,96422,AU,50,AU,M
2021,SE,FT,INFORMATION SECURITY MANAGER,60000,GBP,82528,GB,50,GB,L
2021,SE,FT,PENETRATION TESTING ENGINEER,126000,USD,126000,US,100,US,L
2021,MI,FT,INFORMATION SECURITY ANALYST,42000,GBP,57769,GB,100,GB,L
2021,MI,FT,THREAT INTELLIGENCE ANALYST,66310,USD,66310,US,0,US,L
